img_path,label,group
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_230812_2023-08-18_10-00_46.96_noaug_B_sp4_997.png,1,997
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_230812_2023-08-18_10-00_47.46_noaug_B_sp4_997.png,1,997
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam067_230822_2023-08-22_17-50_35.25_noaug_B_sp4_1000.png,1,1000
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam097_230808_2023-08-11_08-20_14.16_noaug_B_sp4_1002.png,1,1002
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam067_230822_2023-08-22_17-50_34.75_noaug_B_sp4_1000.png,1,1000
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794900_50.45_noaug_B_sp4_1001.png,1,1001
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam079_230804_2023-08-05_07-50_23.21_noaug_B_sp4_1003.png,1,1003
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793636_8.69_noaug_B_sp4_998.png,1,998
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam067_230822_2023-08-22_17-50_35.0_noaug_B_sp4_1000.png,1,1000
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795761_34.28_noaug_B_sp4_1007.png,1,1007
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_231004_2023-10-08_08-50_7.82_noaug_B_sp4_1006.png,1,1006
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795761_34.03_noaug_B_sp4_1007.png,1,1007
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam079_230804_2023-08-05_07-50_22.96_noaug_B_sp4_1003.png,1,1003
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789351_10.12_noaug_B_sp4_1005.png,1,1005
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154787302_40.92_noaug_B_sp4_996.png,1,996
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789351_9.62_noaug_B_sp4_1005.png,1,1005
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789351_9.87_noaug_B_sp4_1005.png,1,1005
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_231004_2023-10-08_08-50_7.32_noaug_B_sp4_1006.png,1,1006
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795761_33.78_noaug_B_sp4_1007.png,1,1007
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam038_230819_2023-08-20_18-00_53.15_noaug_B_sp4_1008.png,1,1008
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_230725_2023-07-26_07-10_34.67_noaug_B_sp4_1013.png,1,1013
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_230725_2023-07-26_07-10_35.17_noaug_B_sp4_1013.png,1,1013
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_230725_2023-07-26_07-10_34.92_noaug_B_sp4_1013.png,1,1013
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231019_2023-10-22_09-40_47.95_noaug_B_sp4_1014.png,1,1014
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154792764_58.14_noaug_B_sp4_1009.png,1,1009
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154792764_57.64_noaug_B_sp4_1009.png,1,1009
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790080_49.95_noaug_B_sp4_1018.png,1,1018
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089617_55.57_noaug_B_sp4_1010.png,1,1010
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794432_16.27_noaug_B_sp4_1012.png,1,1012
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794015_51.71_noaug_B_sp4_1011.png,1,1011
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089617_56.07_noaug_B_sp4_1010.png,1,1010
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231125_2023-11-27_09-20_19.88_noaug_B_sp4_1016.png,1,1016
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156089617_55.82_noaug_B_sp4_1010.png,1,1010
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794432_16.02_noaug_B_sp4_1012.png,1,1012
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam038_230819_2023-08-20_18-00_53.4_noaug_B_sp4_1008.png,1,1008
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231019_2023-10-22_09-40_48.2_noaug_B_sp4_1014.png,1,1014
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790080_49.7_noaug_B_sp4_1018.png,1,1018
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam038_230819_2023-08-20_18-00_52.9_noaug_B_sp4_1008.png,1,1008
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam152_230815_2023-08-16_08-00_33.06_noaug_B_sp4_1017.png,1,1017
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794423_1.69_noaug_B_sp4_1020.png,1,1020
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154790813_32.11_noaug_B_sp4_1015.png,1,1015
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_230821_2023-08-24_08-10_48.46_noaug_B_sp4_1019.png,1,1019
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154792764_57.89_noaug_B_sp4_1009.png,1,1009
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794015_51.96_noaug_B_sp4_1011.png,1,1011
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157790080_50.2_noaug_B_sp4_1018.png,1,1018
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231019_2023-10-22_09-40_47.7_noaug_B_sp4_1014.png,1,1014
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794423_1.94_noaug_B_sp4_1020.png,1,1020
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_230821_2023-08-24_08-10_48.21_noaug_B_sp4_1019.png,1,1019
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794432_15.77_noaug_B_sp4_1012.png,1,1012
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam149_230821_2023-08-24_08-10_47.96_noaug_B_sp4_1019.png,1,1019
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154790813_31.86_noaug_B_sp4_1015.png,1,1015
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam152_230815_2023-08-16_08-00_33.31_noaug_B_sp4_1017.png,1,1017
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154790813_32.36_noaug_B_sp4_1015.png,1,1015
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231125_2023-11-27_09-20_20.13_noaug_B_sp4_1016.png,1,1016
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam152_230815_2023-08-16_08-00_32.81_noaug_B_sp4_1017.png,1,1017
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794015_52.21_noaug_B_sp4_1011.png,1,1011
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam123_231125_2023-11-27_09-20_20.38_noaug_B_sp4_1016.png,1,1016
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam093_231110_2023-11-11_06-40_5.83_noaug_B_sp4_1025.png,1,1025
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785744_3.96_noaug_B_sp4_1024.png,1,1024
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785744_4.46_noaug_B_sp4_1024.png,1,1024
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam093_231110_2023-11-11_06-40_6.08_noaug_B_sp4_1025.png,1,1025
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam093_231110_2023-11-11_06-40_5.58_noaug_B_sp4_1025.png,1,1025
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154783575_57.63_noaug_B_sp4_1029.png,1,1029
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794941_27.4_noaug_B_sp4_1026.png,1,1026
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793201_8.85_noaug_B_sp4_1023.png,1,1023
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794008_18.92_noaug_B_sp4_1034.png,1,1034
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam096_230807_2023-08-11_15-50_15.55_noaug_B_sp4_1033.png,1,1033
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_230808_2023-08-13_10-40_28.93_noaug_B_sp4_1031.png,1,1031
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795538_56.1_noaug_B_sp4_1032.png,1,1032
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795538_55.6_noaug_B_sp4_1032.png,1,1032
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795538_55.85_noaug_B_sp4_1032.png,1,1032
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154783575_58.13_noaug_B_sp4_1029.png,1,1029
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam096_230807_2023-08-11_15-50_15.05_noaug_B_sp4_1033.png,1,1033
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam049_230622_2023-06-25_09-00_51.69_noaug_B_sp4_1030.png,1,1030
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791287_34.54_noaug_B_sp4_1028.png,1,1028
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791287_34.04_noaug_B_sp4_1028.png,1,1028
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam096_230807_2023-08-11_15-50_15.3_noaug_B_sp4_1033.png,1,1033
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793201_8.35_noaug_B_sp4_1023.png,1,1023
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam041_231004_2023-10-09_11-10_52.11_noaug_B_sp4_1021.png,1,1021
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794008_19.17_noaug_B_sp4_1034.png,1,1034
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154783575_57.88_noaug_B_sp4_1029.png,1,1029
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794008_19.42_noaug_B_sp4_1034.png,1,1034
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094099_24.61_noaug_B_sp4_1027.png,1,1027
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794941_27.65_noaug_B_sp4_1026.png,1,1026
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231010_2023-10-13_07-00_41.16_noaug_B_sp4_1022.png,1,1022
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231010_2023-10-13_07-00_40.91_noaug_B_sp4_1022.png,1,1022
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794423_1.44_noaug_B_sp4_1020.png,1,1020
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094099_24.36_noaug_B_sp4_1027.png,1,1027
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793201_8.6_noaug_B_sp4_1023.png,1,1023
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794941_27.9_noaug_B_sp4_1026.png,1,1026
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam041_231004_2023-10-09_11-10_52.36_noaug_B_sp4_1021.png,1,1021
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam041_231004_2023-10-09_11-10_52.61_noaug_B_sp4_1021.png,1,1021
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam022_231010_2023-10-13_07-00_41.41_noaug_B_sp4_1022.png,1,1022
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam079_230725_2023-07-27_07-00_55.1_noaug_B_sp4_1035.png,1,1035
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam092_230812_2023-08-18_07-40_45.62_noaug_B_sp4_1037.png,1,1037
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_230808_2023-08-13_10-40_29.18_noaug_B_sp4_1031.png,1,1031
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam049_230622_2023-06-25_09-00_52.19_noaug_B_sp4_1030.png,1,1030
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/156094099_24.11_noaug_B_sp4_1027.png,1,1027
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam040_231011_2023-10-15_08-20_23.41_noaug_B_sp4_1036.png,1,1036
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157791287_34.29_noaug_B_sp4_1028.png,1,1028
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam040_231011_2023-10-15_08-20_23.16_noaug_B_sp4_1036.png,1,1036
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam079_230725_2023-07-27_07-00_54.6_noaug_B_sp4_1035.png,1,1035
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam049_230622_2023-06-25_09-00_51.94_noaug_B_sp4_1030.png,1,1030
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam092_230812_2023-08-18_07-40_45.87_noaug_B_sp4_1037.png,1,1037
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam040_231011_2023-10-15_08-20_22.91_noaug_B_sp4_1036.png,1,1036
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154785744_4.21_noaug_B_sp4_1024.png,1,1024
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam079_230725_2023-07-27_07-00_54.85_noaug_B_sp4_1035.png,1,1035
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_230808_2023-08-13_10-40_28.68_noaug_B_sp4_1031.png,1,1031
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam092_230812_2023-08-18_07-40_46.12_noaug_B_sp4_1037.png,1,1037
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789963_47.66_noaug_B_sp4_1038.png,1,1038
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789963_47.16_noaug_B_sp4_1038.png,1,1038
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789963_47.41_noaug_B_sp4_1038.png,1,1038
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam122_231019_2023-10-20_09-20_21.99_noaug_B_sp4_1040.png,1,1040
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam122_231019_2023-10-20_09-20_22.49_noaug_B_sp4_1040.png,1,1040
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam126_231022_2023-10-24_11-20_26.07_noaug_B_sp4_1041.png,1,1041
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam126_231022_2023-10-24_11-20_26.32_noaug_B_sp4_1041.png,1,1041
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam126_231022_2023-10-24_11-20_25.82_noaug_B_sp4_1041.png,1,1041
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794285_22.68_noaug_B_sp4_1042.png,1,1042
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam025_230815_2023-08-22_08-10_28.26_noaug_B_sp4_1039.png,1,1039
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam025_230815_2023-08-22_08-10_28.01_noaug_B_sp4_1039.png,1,1039
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam025_230815_2023-08-22_08-10_27.76_noaug_B_sp4_1039.png,1,1039
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam115_230726_2023-08-01_13-40_1.47_noaug_B_sp4_1045.png,1,1045
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam104_231004_2023-10-05_06-10_42.5_noaug_B_sp4_1048.png,1,1048
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam103_231114_2023-11-20_05-10_30.21_noaug_B_sp4_1044.png,1,1044
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam103_231114_2023-11-20_05-10_30.71_noaug_B_sp4_1044.png,1,1044
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795518_25.67_noaug_B_sp4_1047.png,1,1047
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795733_54.41_noaug_B_sp4_1050.png,1,1050
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795518_25.17_noaug_B_sp4_1047.png,1,1047
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam122_231019_2023-10-20_09-20_22.24_noaug_B_sp4_1040.png,1,1040
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794285_22.93_noaug_B_sp4_1042.png,1,1042
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam103_231114_2023-11-20_05-10_30.46_noaug_B_sp4_1044.png,1,1044
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam072_230812_2023-08-19_08-50_56.34_noaug_B_sp4_1043.png,1,1043
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795733_54.16_noaug_B_sp4_1050.png,1,1050
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784560_43.73_noaug_B_sp4_1052.png,1,1052
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam115_230726_2023-08-01_13-40_1.22_noaug_B_sp4_1045.png,1,1045
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam115_230726_2023-08-01_13-40_1.72_noaug_B_sp4_1045.png,1,1045
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam042_230826_2023-08-28_09-40_22.67_noaug_B_sp4_1051.png,1,1051
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam104_231004_2023-10-05_06-10_43.0_noaug_B_sp4_1048.png,1,1048
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789822_21.57_noaug_B_sp4_1049.png,1,1049
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam104_231004_2023-10-05_06-10_42.75_noaug_B_sp4_1048.png,1,1048
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795733_54.66_noaug_B_sp4_1050.png,1,1050
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam042_230826_2023-08-28_09-40_22.92_noaug_B_sp4_1051.png,1,1051
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794285_22.43_noaug_B_sp4_1042.png,1,1042
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789822_21.07_noaug_B_sp4_1049.png,1,1049
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154789822_21.32_noaug_B_sp4_1049.png,1,1049
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793701_33.86_noaug_B_sp4_1046.png,1,1046
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793701_33.61_noaug_B_sp4_1046.png,1,1046
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam072_230812_2023-08-19_08-50_56.59_noaug_B_sp4_1043.png,1,1043
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154793701_34.11_noaug_B_sp4_1046.png,1,1046
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam072_230812_2023-08-19_08-50_56.84_noaug_B_sp4_1043.png,1,1043
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam042_230826_2023-08-28_09-40_22.42_noaug_B_sp4_1051.png,1,1051
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795518_25.42_noaug_B_sp4_1047.png,1,1047
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231115_2023-11-20_07-50_39.47_noaug_B_sp4_1055.png,1,1055
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789991_48.99_noaug_B_sp4_1056.png,1,1056
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789991_48.74_noaug_B_sp4_1056.png,1,1056
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam020_231125_2023-11-26_18-30_33.04_noaug_B_sp4_1053.png,1,1053
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam020_231125_2023-11-26_18-30_32.54_noaug_B_sp4_1053.png,1,1053
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789862_39.66_noaug_B_sp4_1054.png,1,1054
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam104_230725_2023-07-25_17-10_56.78_noaug_B_sp4_1057.png,1,1057
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789862_39.41_noaug_B_sp4_1054.png,1,1054
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789862_39.16_noaug_B_sp4_1054.png,1,1054
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/157789991_48.49_noaug_B_sp4_1056.png,1,1056
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231115_2023-11-20_07-50_39.22_noaug_B_sp4_1055.png,1,1055
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam104_230725_2023-07-25_17-10_56.53_noaug_B_sp4_1057.png,1,1057
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795791_2.53_noaug_B_sp4_1060.png,1,1060
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam026_230822_2023-08-24_12-40_26.46_noaug_B_sp4_1059.png,1,1059
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam104_230725_2023-07-25_17-10_57.03_noaug_B_sp4_1057.png,1,1057
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_230725_2023-07-27_12-50_7.82_noaug_B_sp4_1058.png,1,1058
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam087_231115_2023-11-20_07-50_38.97_noaug_B_sp4_1055.png,1,1055
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784560_43.98_noaug_B_sp4_1052.png,1,1052
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_230725_2023-07-27_12-50_7.57_noaug_B_sp4_1058.png,1,1058
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795791_2.28_noaug_B_sp4_1060.png,1,1060
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam026_230822_2023-08-24_12-40_26.71_noaug_B_sp4_1059.png,1,1059
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154790793_6.18_noaug_B_sp4_1062.png,1,1062
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam107_230725_2023-07-27_12-50_8.07_noaug_B_sp4_1058.png,1,1058
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154790793_5.93_noaug_B_sp4_1062.png,1,1062
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794372_0.91_noaug_B_sp4_1061.png,1,1061
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794372_1.41_noaug_B_sp4_1061.png,1,1061
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795444_52.95_noaug_B_sp4_1064.png,1,1064
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam020_231125_2023-11-26_18-30_32.79_noaug_B_sp4_1053.png,1,1053
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam026_230822_2023-08-24_12-40_26.21_noaug_B_sp4_1059.png,1,1059
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154784560_43.48_noaug_B_sp4_1052.png,1,1052
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam127_230811_2023-08-12_08-40_11.71_noaug_B_sp4_1063.png,1,1063
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam127_230811_2023-08-12_08-40_11.46_noaug_B_sp4_1063.png,1,1063
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154794372_1.16_noaug_B_sp4_1061.png,1,1061
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154790793_5.68_noaug_B_sp4_1062.png,1,1062
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/154795791_2.03_noaug_B_sp4_1060.png,1,1060
G:/Shared drives/BioSoundSCape_ABG/labeled_data/spectrogram_data/training/s2lam127_230811_2023-08-12_08-40_11.96_noaug_B_sp4_1063.png,1,1063
